Annotation Cluster 1	Enrichment Score: 12.499036926543162
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_PTM	KW-1017~Isopeptide bond	82	34.30962343096235	7.34487007605843E-19	YWHAE, EIF4A1, APP, YWHAB, YBX1, PARK7, ENO2, TOMM20, ACTB, H2AC18, H2AC11, EEF1B2, H2AC12, H2AC14, TUBA1A, TRIM28, YWHAQ, TUBB3, BASP1, TMSB4X, KHSRP, CFL1, SUMO2, JUNB, SKP1, TPI1, H2AC6, H2AC7, H2AC4, RPS5, TUBB, RHOA, H2BC18, NME1, H2BC12, EEF1A1, H2BC13, SFPQ, H2BC14, TUBB2B, H2AJ, H2BC15, PKM, TUBB2A, SUB1, NCL, ERH, MAPT, UBA52, SRSF7, PPIA, SRSF9, VAMP3, PEF1, SRSF1, HSPD1, STIP1, BCLAF1, UBB, PRDX1, UBC, PCBP2, RPS27A, H2BC9, HSPA8, NPM1, H2BC5, HSPA5, FUS, NONO, H2BC4, PDAP1, TUBB4B, EEF2, HNRNPK, H2AC20, HNRNPA2B1, UBE2N, CALM3, VIM, CALM1, CALM2	225	1864	14204	2.777129232236528	1.9096662197751918E-17	6.610383068452587E-18	4.162093043099777E-18
UP_KW_PTM	KW-0832~Ubl conjugation	89	37.238493723849366	5.874063357865137E-13	YWHAE, EIF4A1, APP, HSP90AB1, YWHAB, STMN2, YBX1, PARK7, ENO2, TOMM20, ACTB, H2AC18, H2AC11, EEF1B2, H2AC12, H2AC14, TRIM28, YWHAQ, BASP1, TMSB4X, KHSRP, CFL1, SUMO2, ELOC, JUNB, SKP1, HSP90AA1, TPI1, H2AC6, H2AC7, H2AC4, RPS5, TUBB, SYP, RHOA, H2BC18, NME1, H2BC12, EEF1A1, H2BC13, SFPQ, H2BC14, TUBB2B, H2AJ, H2BC15, PKM, TUBB2A, SUB1, NCL, CANX, ERH, MAPT, UBA52, SRSF7, PPIA, SRSF9, VAMP3, PEF1, SRSF1, TXN, HSPD1, STIP1, BCLAF1, UBB, PRDX1, UBC, PCBP2, PAK3, RPS27A, SNCA, H2BC9, HSPA8, NPM1, H2BC5, MDH1, HSPA5, FUS, NONO, H2BC4, PDAP1, EEF2, HNRNPK, H2AC20, HNRNPA2B1, UBE2N, CALM3, VIM, CALM1, CALM2	225	2676	14204	2.099578143165587	1.527289406055843E-11	3.171994213247174E-12	1.9971815416741463E-12
GOTERM_CC_DIRECT	GO:0005634~nucleus	110	46.02510460251046	7.378472719803384E-8	APP, PEBP1, NUCKS1, PARK7, SRP14, ACTB, H2AC18, H2AC11, H2AC12, H2AC14, CHCHD3, TRIM28, TUBB3, PPP2R1A, BASP1, KHSRP, CFL1, BANF1, JUNB, SKP1, PDIA3, H2AC6, H2AC7, H2AC4, PGD, EEF1A1, STX1B, EWSR1, NCL, SUB1, SRSF2, ERH, TAGLN3, SRSF7, PPIA, UBA52, KPNB1, SF1, ANP32A, CRABP1, TXN, STIP1, UBB, PRDX1, UBC, PCBP2, SPTBN1, HSPA8, HSPA5, FUS, NONO, EEF2, RPS25, HNRNPK, H2AC20, UBE2N, CALM3, GRB2, CALR, CALM1, CALM2, YWHAE, HSP90AB1, YBX1, UBL5, HINT1, TUBA1A, SCRN1, CASP3, TMSB4X, SUMO2, EIF5A, HSP90AA1, TPI1, TUBB, NME2, RHOC, YWHAZ, RAD23B, H2BC18, RHOA, RHOB, NME1, H2BC12, H2BC13, SFPQ, TUBB2B, H2BC14, H2AJ, TUBB2A, H2BC15, PKM, MAPT, EEF1A1P5, RAP1GDS1, SRSF1, BCLAF1, CKB, RPS27A, SNCA, H2BC9, NPM1, H2BC5, SGTA, H2BC4, TUBB4B, FABP5, HNRNPA2B1, HSPA1B, HSPA1A	239	6100	20647	1.5578366143082516	3.253853651341565E-5	2.5030049764871476E-6	2.1908388229570048E-6

Annotation Cluster 2	Enrichment Score: 8.349982146830897
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin); alternate	25	10.460251046025103	1.779794334848084E-25	H2AC18, H2AC11, H2AC12, H2AC14, SUMO2, H2BC9, H2BC5, H2AC6, H2AC7, H2AC4, TUBB, H2BC4, H2BC18, H2BC12, H2BC13, TUBB2B, H2BC14, H2BC15, TUBB2A, H2AC20, CALM3, MAPT, CALM1, CALM2, PPIA	232	100	20558	22.15301724137931	2.185587443193447E-22	1.384597662659498E-22	1.3394967615956706E-22
UP_SEQ_FEATURE	DOMAIN:Histone H2A/H2B/H3	17	7.112970711297072	3.244037707723568E-17	H2BC9, H2BC5, H2AC6, H2AC7, H2AC4, H2BC4, H2BC18, H2AC18, H2AC11, H2BC12, H2AC12, H2BC13, H2BC14, H2AJ, H2AC14, H2BC15, H2AC20	232	68	20558	22.15301724137931	3.983678305084542E-14	1.3278927683615138E-14	1.284638932258533E-14
INTERPRO	IPR007125:Histone core	17	7.112970711297072	7.198165703991368E-16	H2BC9, H2BC5, H2AC6, H2AC7, H2AC4, H2BC4, H2BC18, H2AC18, H2AC11, H2BC12, H2AC12, H2BC13, H2BC14, H2AJ, H2AC14, H2BC15, H2AC20	233	76	19113	18.348825389654394	2.744471316873387E-13	2.9656442700444435E-13	2.778491961740668E-13
GOTERM_MF_DIRECT	GO:0046982~protein heterodimerization activity	29	12.133891213389122	4.3295559711228643E-14	YWHAE, APP, PEF1, SRI, H2AC18, H2AC11, H2AC12, H2AC14, TUBA1A, PPP2R1A, H2BC9, SYT1, H2BC5, H2AC6, H2AC7, H2AC4, H2BC4, ATP1B1, H2BC18, H2BC12, H2BC13, TUBB2B, H2BC14, H2AJ, H2BC15, VAPA, H2AC20, P4HB, PAFAH1B3	237	381	18967	6.091486981848789	1.9267920592369592E-11	6.422174690498916E-12	5.816036854541715E-12
UP_KW_CELLULAR_COMPONENT	KW-0544~Nucleosome core	17	7.112970711297072	5.112204832912318E-14	H2BC9, H2BC5, H2AC6, H2AC7, H2AC4, H2BC4, H2BC18, H2AC18, H2AC11, H2BC12, H2AC12, H2BC13, H2BC14, H2AJ, H2AC14, H2BC15, H2AC20	230	93	17836	14.17540906965872	1.991740106177531E-12	9.96879942417902E-13	8.179527732659709E-13
