rank,PG.Genes,row_mean.HN_H
1004,CNTNAP2,270.3625383
1005,RGL2,269.1511269
1006,FYN,269.1102702
1007,SEMA4F,268.675827
1008,RAB7A,268.5034332
1009,ATXN2L,267.227684
1010,GNPDA1,267.1647899
1011,ME3,267.0223897
1012,YWHAG,266.9723969
1013,TCAF1,266.7358551
1014,ENAH,266.3475017
1015,MT-CO2,265.7183552
1016,GHITM,265.0769958
1017,PDCL2,264.7195244
1018,SCRN2,263.9397259
1019,ACOT7,262.1282387
1020,SEPTIN2,261.9083405
1021,CNPY2,261.2672628
1022,PMM2,261.1032601
1023,EML4,260.8855362
1024,EPHA2,260.4556478
1025,ST13,260.1094322
1026,PARL,260.0518952
1027,PDK2,259.8578453
1028,RMC1,258.510222
1029,AMIGO2,258.3673782
1030,DPYSL2,258.3497162
1031,PDE6D,257.3622017
1032,PCDH7,257.1133792
1033,NUP214,256.9532661
1034,CCS,256.469347
1035,USP30,256.3945338
1036,TXNDC5,254.5352326
1037,PPM1B,253.9005699
1038,ASCC3,253.2946014
1039,GRSF1,252.7707968
1040,MTRES1,252.7093938
1041,PEG10,252.5190836
1042,VAMP2,251.7810044
1043,AP1M1,251.0454302
1044,CALB1,250.8097305
1045,TBC1D22A,249.9400838
1046,PSMA7,249.7399044
1047,SCD5,249.5282288
1048,MAPK1,249.416709
1049,RTN4IP1,249.3904395
1050,MYO6,249.2958522
1051,SNRPD2,249.1765239
1052,CCT2,249.079979
1053,PRKAG2,248.9666824
1054,PFKP,248.7628632
1055,SHROOM2,248.4901266
1056,HDLBP,248.1126239
1057,ATP2B1,247.9364968
1058,HOOK3,247.9122336
1059,AARS1,247.8976402
1060,MRPS11,247.6503086
1061,PRKAR1A,247.4332021
1062,RPTOR,246.0444285
1063,EIF1AX,245.5638199
1064,PHYHIPL,245.5057821
1065,PTPA,245.245945
1066,LIMA1,244.4408112
1067,SBDS,244.3994929
1068,FABP3,244.3821049
1069,TOM1L2,243.4239553
1070,RUFY2,243.2137998
1071,ADAM22,242.5474699
1072,SYT11,242.5055288
1073,ITPK1,242.2250214
1074,ZW10,242.0580711
1075,NDUFAF5,241.4487356
1076,CAMK2B,240.9871216
1077,STRN3,240.9611979
1078,RMDN1,240.9080302
1079,DAPK1,240.8522797
1080,UBR3,240.5316353
1081,TRRAP,240.417932
1082,NAMPT,239.8897152
1083,PLCB4,239.5625305
1084,KIF3A,239.0231752
1085,SLC39A10,238.8344231
1086,DENND4B,238.2920227
1087,CADPS,237.4953651
1088,WARS1,237.3282099
1089,AIDA,237.2963753
1090,EIF4G1,237.2248027
1091,SNRNP70,237.2127304
1092,HDDC2,236.0038757
1093,RAPH1,235.7401276
1094,ATP6V0D1,235.186854
1095,WDR77,235.126648
1096,USP22,234.4212774
1097,PEX5,233.7601547
1098,ZER1,233.6452656
1099,TTI2,233.5391731
1100,LPGAT1,233.4019292
1101,DDI2,232.7609049
1102,VPS13A,232.6910134
1103,NAA50,232.1687393
1104,MAGI2,231.9855373
1105,MIA3,231.3160985
1106,KSR2,230.7147344
1107,ARPC3,230.6423035
1108,POMK,230.6399676
1109,NDUFAF4,230.4903741
1110,EIF4E3,229.4162598
1111,SERPINI1,229.3348109
1112,ACSL1,229.1895956
1113,RPL15,228.9588242
1114,TMEM151A,228.8364029
1115,HEXA,228.7740421
1116,DDX1,228.7144547
1117,CEP170B,228.6281687
1118,ELAVL3,228.4446564
1119,SLC2A1,227.6210747
1120,PIP5K1A,227.4380398
1121,TUBA1A,227.2521534
1122,SF1,226.6798401
1123,C1QBP,226.4564228
1124,RBBP4,226.4104195
1125,PGAM5,226.0156097
1126,DLD,225.6294594
1127,PSMB7,225.2159983
1128,ELMOD2,225.159551
1129,ACVR2A,225.0445506
1130,EIF4B,224.9650402
1131,OPHN1,224.9103546
1132,PPP6R2,224.8324127
1133,ACOT9,224.0957813
1134,HM13,223.9963989
1135,RHOA,223.6367226
1136,CUL3,223.4745503
1137,CADM4,223.4039841
1138,HBD;HBB,223.0249557
1139,TRIM28,222.595664
1140,STX2,222.4701157
1141,AGPAT1,221.4585317
1142,GFOD1,221.0437078
1143,NSUN2,221.0213499
1144,TPI1,220.52742
1145,DDX42,220.4395879
1146,NLGN3,220.3804093
1147,BDH1,220.0550909
1148,AKAP10,220.0444489
1149,PIP5KL1,219.9948374
1150,TRIM71,219.9069367
1151,CDH2,219.4432907
1152,ARPC4,219.0769501
1153,SNAP91,218.4277318
1154,ACO2,218.396656
1155,MACROD1,218.3883095
1156,BCL2L13,218.2545223
1157,SYT5,218.0666605
1158,FBXL18,217.5254211
1159,MARCHF5,217.0390825
1160,FBXO30,216.9422264
1161,SLC25A15,216.8566266
1162,LGALSL,216.6663361
1163,OLFM1,215.507047
1164,NCS1,215.3494892
1165,GATM,215.2839346
1166,PGRMC1,215.2686234
1167,MTCH1,215.0306282
1168,CCDC58,214.8307781
1169,CDH13,214.5556717
1170,CADM1,214.0512218
1171,GET4,213.8087412
1172,TMEM94,213.7871976
1173,RHEB,213.4588184
1174,EDIL3,213.1011734
1175,APLP2,212.8915615
1176,PRKG1,212.6941528
1177,DLG4,212.302536
1178,MVK,212.153162
1179,SERPINB9,212.0896697
1180,SMCR8,212.089035
1181,CDH7,210.7895254
1182,SDK1,210.6244469
1183,ILVBL,210.5675634
1184,SRM,210.5455876
1185,NMT2,210.2666531
1186,PGP,210.054802
1187,KLC1,209.8761444
1188,UNG,209.7669964
1189,SUPV3L1,209.7528941
1190,FRMD4A,209.4809876
1191,TOP2B,209.3543234
1192,MAPK12,209.0227114
1193,RPL12,207.8304653
1194,PAFAH1B1,207.555275
1195,RDX,207.1886015
1196,UBE2N,206.4850655
1197,UBE2V2,206.3842468
1198,PACSIN2,206.175457
1199,SLC22A23,206.019975
1200,NUP155,205.9660899
1201,GSTZ1,205.6362457
1202,SARDH,205.6200002
1203,GRK3,205.538043
1204,APBA1,205.3896993
1205,PTEN,205.1866531
1206,RPS20,205.1587162
1207,UNC13B,205.0538063
1208,NACAD,204.5708342
1209,EPHA5,204.4262028
1210,CPNE3,204.2646232
1211,CIAO3,204.0105762
1212,PWP1,203.7340584
1213,VPS41,203.6223869
1214,IDH1,203.5770311
1215,SESTD1,203.4993954
1216,LPCAT1,202.8477292
1217,RBP1,202.8377328
1218,TTC5,202.6855316
1219,TJP1,202.4404354
1220,STK3,202.2652054
1221,SEL1L,202.2226544
1222,UBE2M,202.1203609
1223,PNPO,202.0440216
1224,SF3B3,201.9097366
1225,PIKFYVE,201.5321636
1226,BCAR1,200.5645027
1227,ZMPSTE24,200.4704809
1228,STON2,200.1494497
1229,ADAM11,199.5994282
1230,EMC1,199.5487518
1231,ARAP3,199.4079209
1232,ECHDC1,199.100008
1233,KLC4,198.5245683
1234,NME3,198.0205053
1235,LRCH1,197.176376
1236,ZC3H15,197.1522579
1237,NUDT19,196.8964674
1238,RPS18,196.4320088
1239,SRC,195.900259
1240,TMEM178B,195.74407
1241,GART,195.3394848
1242,BZW2,195.2724409
1243,FZD3,195.0667439
1244,ITSN1,195.0429001
1245,ARL3,194.972723
1246,PTBP1,194.6701228
1247,NUDC,194.1677628
1248,ERGIC1,193.5394926
1249,CHCHD6,193.0714239
1250,TBK1,192.9939909
1251,ATP6V0A1,192.7029839
1252,SMS,192.1526342
1253,NECAP1,192.0940876
1254,ADAR,191.913976
1255,ALDH18A1,191.3789978
1256,ALCAM,191.3051929
1257,BCKDHA,191.3010203
1258,DPP9,191.2001165
1259,GIT1,191.1425234
1260,RMDN3,191.0296392
1261,FKBP4,190.9753265
1262,DAG1,190.8962307
1263,PTPN13,190.8718414
1264,KALRN,190.7836513
1265,SSH1,190.5203323
1266,NDUFB10,190.4983559
1267,ITSN2,190.3335791
1268,LYPLAL1,190.2702742
1269,ATP5MPL,190.0374886
1270,SYNRG,189.7707052
1271,NT5C,189.6973705
1272,RCHY1,189.4098918
1273,PSMA1,189.1310491
1274,CELF1,188.7108816
1275,CBWD2,188.3869705
1276,MRPS22,187.6373387
1277,NEFH,187.4316082
1278,VDAC3,187.3485594
1279,ACO1,187.3222478
1280,IQSEC3,186.9737193
1281,RAPGEF4,186.8998647
1282,EPB41L2,186.6637421
1283,DOCK4,186.1108475
1284,MRPL19,185.4062519
1285,DERL1,185.3604965
1286,PCMT1,185.144722
1287,EIF3B,184.8974302
1288,H3-2,184.8379888
1289,LLGL1,184.0289714
1290,MAP2K7,183.9230404
1291,GOSR2,183.8569107
1292,DAP3,183.4581706
1293,ARPIN,182.9269612
1294,NAA15,182.9103241
1295,RAB2A,182.8588079
1296,NEMF,182.8145828
1297,LYPLA1,182.4608879
1298,RCC1L,182.2901898
1299,CEP41,181.8201065
1300,EBP,181.8188867
1301,EIF3L,181.7778371
1302,TSFM,181.3426585
1303,PSMD1,180.9992037
1304,PAFAH1B3,180.8442154
1305,ANKRD44,180.0896163
1306,SNX1,179.7097422
1307,TARBP2,179.5203934
1308,GPD2,179.2411442
1309,YTHDF3,179.0812178
1310,SYNE1,178.6000405
1311,TACO1,178.4078776
1312,PRR36,178.3699665
1313,NOA1,178.1193059
1314,HDGFL2,177.5829582
1315,MMAB,177.0450668
1316,PTGFRN,176.7065797
1317,PPP1R9A,176.3680928
1318,KIFAP3,175.9196033
1319,CDH4,174.527832
1320,DVL1,174.3413839
1321,CYFIP2,174.2288361
1322,ABHD17C,174.1866627
1323,TXNRD2,174.0480213
1324,TAMM41,174.0444641
1325,PPP1R7,173.9867121
1326,PNPLA6,173.4887638
1327,RDH14,173.3223171
1328,NARS1,173.2361577
1329,TFRC,173.2093639
1330,PDPR,173.0131311
1331,CEP170,172.8739694
1332,MCAT,172.8547923
1333,LRP1,172.7344513
1334,PBDC1,172.1105752
1335,ITM2B,171.7638629
1336,SORBS1,171.7572396
1337,AFDN,171.5214615
1338,ARHGAP17,171.4304428
1339,MTX1,170.8300686
1340,SMG9,170.7146358
1341,SPRYD4,170.6519527
1342,UBA3,170.6373758
1343,EPN2,170.5246836
1344,GDE1,169.8765818
1345,SYT7,169.8657964
1346,MRPL15,169.8334275
1347,C12orf4,169.2025547
1348,CALM1;CALM2;CALM3,168.8410912
1349,ARF6,168.667202
1350,RPS10,168.2774989
1351,PSMC4,167.9874897
1352,RBBP7,167.7268537
1353,PIP4P1,167.5164547
1354,SLC30A9,167.2473138
1355,MTMR1,167.2260475
1356,DLG3,167.194273
1357,GNL2,167.0871887
1358,TPPP3,166.6783343
1359,GDPGP1,166.4947815
1360,ABRAXAS2,166.0309248
1361,ATP6V1G2,165.8305435
1362,PLPBP,165.8014836
1363,PFKM,165.7384443
1364,PHETA1,165.6881326
1365,CAMK2D,165.5389538
1366,CORO2B,165.2224245
1367,CASTOR2,165.0212275
1368,SH3BGRL2,164.8611679
1369,PRKCI,164.5093288
1370,ADGRL1,164.5051813
1371,TTC19,164.4598665
1372,COMMD3,164.2721914
1373,PRMT7,163.9906902
1374,TSC22D2,163.3503558
1375,N4BP1,163.1886744
1376,HSPA5,163.1576605
1377,RABGGTA,163.0644646
1378,SLC8A1,162.4662204
1379,PALM2,162.1600342
1380,ABHD17B,162.0519454
1381,DLG5,160.8752213
1382,ARHGEF17,160.7484121
1383,DIRAS1,160.7217738
1384,ITGB8,160.6871923
1385,CRABP1,160.5739584
1386,AIMP1,160.5452747
1387,SLC23A2,160.53184
1388,EFNA5,160.3591619
1389,GALK1,160.2174749
1390,EIF3J,159.6920605
1391,RALBP1,159.2520962
1392,ERC1,158.7339735
1393,CYP51A1,158.650383
1394,SDSL,158.4798177
1395,ULBP3,158.4324163
1396,PRKG2,158.2490501
1397,VWA5A,158.0486984
1398,ABLIM3,157.6151886
1399,ELOB,157.4894155
1400,ABHD11,157.2757225
1401,SEPTIN3,157.1231791
1402,EIF3A,156.9332097
1403,GPX4,156.3839823
1404,PRKACA,156.3676096
1405,SLC9A7,156.1953379
1406,IGF2BP1,156.1707675
1407,MTREX,156.1001333
1408,XXYLT1,155.8922195
1409,SH2B1,155.7526455
1410,DNAJC16,155.5817935
1411,SCAI,155.5360362
1412,NUDT14,154.8089657
1413,DOCK9,154.2819862
1414,GLRX3,153.6942444
1415,SH3BGRL3,153.6511212
1416,MTRF1L,153.4835409
1417,TP53I3,152.7431208
1418,TUBB2A,152.6363551
1419,WFS1,152.5887289
1420,DCXR,152.3244801
1421,NECAB2,152.2802378
1422,LRRC8A,152.2670949
1423,ADCY9,152.0866957
1424,SEZ6L,151.9414686
1425,CNOT7,151.7783483
1426,GPC2,151.7172246
1427,RHOT2,151.4364815
1428,JAKMIP2,151.414259
1429,KPNA2,151.3765831
1430,RPS6KC1,151.1121534
1431,RBCK1,150.9051409
1432,MIF,150.8667794
1433,DOCK11,150.8242321
1434,ATG9A,150.7648826
1435,TOR1A,150.6184019
1436,TEX2,150.5730565
1437,FAM171A1,150.4852085
1438,PPM1F,150.144577
1439,DESI1,150.1381861
1440,SYNCRIP,149.9317195
1441,DCLK1,149.4071248
1442,DDOST,149.310874
1443,TOR2A,148.8719521
1444,ERO1A,148.6697655
1445,SNRPD3,148.0339381
1446,ABCF1,147.9795354
1447,STAMBP,147.5621624
1448,EDF1,147.4897234
1449,SND1,147.1796207
1450,ARHGAP5,147.1627286
1451,ARL10,147.1288452
1452,EIF5A,147.1070485
1453,NDUFS2,146.9094653
1454,RAC1,146.8042202
1455,RAB3C,146.4986725
1456,RBBP9,146.1781667
1457,TST,145.6811981
1458,EIPR1,145.5702203
1459,TRAP1,145.3479805
1460,SLC12A2,144.9352188
1461,ACBD5,144.8913205
1462,ALDH9A1,144.5621643
1463,ECSIT,144.5299225
1464,ATP6V1F,144.0502596
1465,ATRN,143.948904
1466,MAIP1,143.9336147
1467,OSBP2,143.4337859
1468,LRFN3,143.1494471
1469,SYT3,142.5263348
1470,NUBP1,142.4305064
1471,MFGE8,142.4172236
1472,MAP1B,142.3013496
1473,MMP15,142.2068987
1474,ZC3H7B,141.8827159
1475,CPOX,141.8690455
1476,SHPK,141.7684484
1477,USP7,141.4158745
1478,FIG4,141.1780405
1479,TRMT112,141.0088925
1480,RAP2B,140.790179
1481,L2HGDH,140.7473221
1482,EXOC4,140.7450886
1483,MEAK7,140.4921169
1484,SYT9,140.4876909
1485,PPFIA3,140.4010382
1486,NT5C2,140.1866855
1487,RPS11,139.9455891
1488,MRPS9,139.7704226
1489,AP2A1,139.314167
1490,TOR1AIP2,138.9639206
1491,MRRF,138.6843186
1492,DNAJC19,138.6668447
1493,ANO6,138.5993252
1494,SPAST,138.2998937
1495,SWAP70,138.2262573
1496,CSNK1A1,138.1861954
1497,TMEM97,138.1274991
1498,DTYMK,137.9753249
1499,RPL38,137.9240589
1500,SRRT,137.9231389
1501,RAPGEF2,137.4372656
1502,QTRT1,137.0841446
1503,GNAO1,136.9249439
1504,KRT222,136.7609774
1505,WASL,136.725976
1506,XIAP,136.6833521
1507,TRAPPC3,136.6663017
1508,ARHGAP1,136.6210346
1509,ELAVL2,135.7987347
1510,CNNM3,135.697855
1511,MIF4GD,135.5789085
1512,TTC37,135.5052185
1513,XKR4,135.2794101
1514,INPP5A,135.12957
1515,PPP2R2A,135.1216564
1516,FNBP1,134.9659449
1517,GADD45GIP1,134.9511502
1518,RPS16,134.9180651
1519,MTR,134.4396032
1520,TRAPPC1,134.4205065
1521,LNPK,134.0903158
1522,FAAH,133.8724098
1523,TBCC,133.8311577
1524,RPL22,133.5290108
1525,GNS,133.4729061
1526,PPP1CC,133.3148522
1527,MAPK14,133.2077128
1528,TMTC4,133.1580796
1529,LACTB,132.8522625
1530,PPP4C,132.8320134
1531,SPATS2L,132.4130185
1532,MTPN,132.3426256
1533,TXNDC17,132.2148209
1534,MIEF1,131.7682075
1535,MIEF1,131.7682075
1536,RAB15,131.6723302
1537,MRPL40,131.3263016
1538,NDUFA11,130.7571716
1539,GDPD5,130.5978088
1540,ENDOG,130.584858
1541,BIRC2,130.4414304
1542,PSMF1,130.1946335
1543,PSMC2,130.080396
1544,PDHA1,129.6167326
1545,GSTM3,129.3876534
1546,SYNGAP1,129.2973061
1547,SIGMAR1,129.1256892
1548,MYO1D,128.8915723
1549,DTD1,128.8211263
1550,MAPRE3,128.7792905
1551,PPA2,128.6121755
1552,MYL6B,128.3924967
1553,TUBA3C;TUBA3D,128.2002741
1554,VAMP7,128.1938527
1555,TRIP4,128.0918712
1556,WBP2,128.0654879
1557,GNB2,127.7960205
1558,SNRPD1,127.6366386
1559,RALGPS2,127.558521
1560,RPL13,127.3588905
1561,LAMC1,127.2343717
1562,PCDH1,126.913393
1563,TMX3,126.8979492
1564,DCLK2,126.7375209
1565,VPS13C,126.7183215
1566,GATD3B;GATD3A,126.710782
1567,ADSS1,126.3056126
1568,HCN3,126.1749573
1569,TMEM169,126.1333742
1570,MOSPD2,126.0501447
1571,CBL,125.9391766
1572,MRPL49,125.755754
1573,HSPA2,125.6638613
1574,MTMR7,125.3202553
1575,MON1A,125.1713816
1576,RPS25,124.9191532
1577,HNRNPDL,124.5459061
1578,TMEM74B,124.5331751
1579,EIF4A2,124.1941147
1580,RALA,124.166687
1581,CSNK2B,123.7439817
1582,GLG1,123.7203267
1583,PITPNC1,123.6573656
1584,PDHX,123.2959747
1585,GCA,123.0215925
1586,CTU2,122.9407298
1587,KIF5A,122.9153242
1588,LRRC40,122.8504486
1589,SH3BGRL,122.6819573
1590,RBKS,122.5243282
1591,TIGAR,122.0663681
1592,YKT6,121.8665009
1593,PDE2A,121.7664362
1594,PPP2R5D,121.3272146
1595,NRP1,121.2647095
1596,SFPQ,120.9847361
1597,PREX1,120.5904764
1598,ATIC,120.4433155
1599,PPP3R1,120.3242264
1600,ELAVL4,120.1124725
1601,CZIB,119.9595986
1602,PLEKHA5,119.9565406
1603,DHX29,119.8859139
1604,RRM1,119.8597876
1605,SLC25A10,119.7633457
1606,RAB14,119.6256917
1607,C20orf27,119.5666613
1608,MDGA1,119.5006511
1609,TANGO6,119.014885
1610,RANBP6,118.7518056
1611,NQO1,118.6219483
1612,QPRT,118.5915705
1613,ASIC4,118.5810826
1614,ARPC1B,117.9430885
1615,ACP1,117.8677298
1616,FAH,117.7109032
1617,CCDC50,117.3663521
1618,NECTIN3,117.0365906
1619,PSMD9,116.9145041
1620,CISD1,116.8752619
1621,ARFGAP2,116.7198098
1622,DCC,116.343654
1623,NDRG2,115.7223727
1624,BCKDHB,115.4621684
1625,TNKS1BP1,115.1829707
1626,RPS21,114.6464596
1627,GPD1L,113.8384908
1628,SLC25A13,113.3740664
1629,MTHFD1L,113.3085187
1630,SOD1,113.0549374
1631,CFL1,112.7139301
1632,PLCL1,112.6899428
1633,GOT1,112.4518967
1634,PDCD2L,112.4379845
1635,LSM12,112.2208424
1636,CAMK1D,111.7652726
1637,TPRG1L,111.702905
1638,D2HGDH,111.6788953
1639,CACNA1B,111.2838923
1640,NPM1,111.162323
1641,MRPL11,111.1068506
1642,ADCY3,111.0862017
1643,SMC1A,110.5831426
1644,TWF1,110.3923493
1645,SEC24C,110.3730078
1646,PACS1,110.1059847
1647,ARHGAP32,109.721303
1648,DHX9,109.7064616
1649,PC,109.5936117
1650,IDH3B,109.3111801
1651,NDUFAF6,109.2488047
1652,VPS33A,108.9677296
1653,NDUFB7,108.774518
1654,DPYSL3,108.7221899
1655,SEMA4B,108.6224613
1656,DHODH,108.2710142
1657,PTPRJ,107.9367542
1658,RBM12,107.8137436
1659,COQ8A,107.4730814
1660,VPS11,107.4376545
1661,COX15,107.3773899
1662,GAA,106.8531507
1663,NELFB,106.712265
1664,MROH1,106.5330302
1665,PNPLA4,106.3098679
1666,IGF1R,106.2000618
1667,NDRG4,105.8963957
1668,MTDH,105.7784209
1669,CASKIN1,105.7203242
1670,CDC42BPA,105.5757103
1671,TMEM163,105.4851799
1672,SLC4A10,105.3470735
1673,SLC5A6,105.1607437
1674,NRBP2,104.8959627
1675,PYGM,104.8766322
1676,SNX12,104.5202515
1677,GOLGA2,104.4643059
1678,SCFD2,104.3666026
1679,CADM2,104.331941
1680,SEMA6D,104.3061447
1681,MCCC2,103.9478235
1682,CPS1,103.4666328
1683,PLXNB1,103.2434058
1684,RAE1,103.2222214
1685,GFUS,103.1987751
1686,PAICS,103.1263402
1687,ANKRD17,103.0710335
1688,ASPSCR1,103.0020396
1689,ASAH1,102.7210779
1690,RPL7,102.6968386
1691,PSD3,102.6146579
1692,UROD,102.2901103
1693,GPRIN3,102.2804089
1694,CAMSAP2,101.9284229
1695,ARHGAP26,101.9271533
1696,CAMKV,101.8843899
1697,KIAA0513,101.7323198
1698,FLOT1,101.6363824
1699,HERC4,101.0492706
1700,USP11,100.8814869
1701,PRPSAP1,100.6358897
1702,ATP1B3,100.6115926
1703,LHFPL6,100.4068065
1704,WDR7,100.3031568
1705,CABLES2,100.2056898
1706,OTULIN,100.0790634
1707,CTIF,100.0662397
1708,ZNF598,99.97165682
1709,MAPK10,99.84519005
1710,APOOL,99.6156249
1711,SLC17A6,99.52837275
1712,AFG3L2,99.39084911
1713,PIN1,99.3292656
1714,SLC25A24,98.99954003
1715,STRIP1,98.82786082
1716,ATP5PB,98.61118603
1717,MRPS35,98.39421512
1718,SSR3,98.17255336
1719,IGF2BP3,97.99401346
1720,NDUFS3,97.94466877
1721,C1orf198,97.59158278
1722,DNM3,97.39191436
1723,CERS6,97.23394204
1724,SCO1,97.18396123
1725,XRCC6,97.15644772
1726,COPS4,97.01477307
1727,SCRIB,96.82046253
1728,RAB31,96.22707114
1729,PTK7,96.09673945
1730,SHC1,95.96105066
1731,EXOC7,95.91512607
1732,PPP4R1,95.89635977
1733,SOWAHC,95.89277648
1734,DTNA,95.77625131
1735,RAB21,95.76174036
1736,RPL27,95.69258338
1737,NUP188,95.63793058
1738,ATP6AP2,95.51044973
1739,TBC1D24,95.48502971
1740,CSNK1G2,95.45758694
1741,ACOX1,95.43447557
1742,ANAPC1,95.37108422
1743,RTN3,95.09091376
1744,UMPS,95.02502061
1745,PRMT2,94.99366856
1746,COPS6,94.77261227
1747,HPRT1,94.44645262
1748,POLDIP2,94.31388117
1749,LRBA,94.26143648
1750,KCMF1,93.75399715
1751,LARP1,93.35779811
1752,GYG1,93.17581319
1753,TIPRL,92.70874024
1754,TUBB6,92.67165565
1755,GLUD1,92.53455481
1756,KATNAL1,91.63229179
1757,NAPA,91.29422378
1758,NUDT16,91.17145132
1759,CAB39,90.52500915
1760,RAB33A,90.51399041
1761,BTN2A1,90.49456262
1762,NDUFS6,90.10631943
1763,TANC2,89.84961953
1764,CASK,89.71347299
1765,HMGCS1,89.53471088
1766,APBB1,89.40133921
1767,WDR1,89.36197981
1768,HNRNPA3,89.21694803
1769,HECTD1,89.09565926
1770,PAAF1,88.96302795
1771,RSPRY1,88.78002261
1772,ATP5PD,88.67239126
1773,GOPC,88.28491974
1774,NUDT5,87.9724439
1775,TALDO1,87.67039617
1776,THOC3,87.64578565
1777,ATAD3B,87.53602694
1778,MRPL13,87.17408752
1779,DNAJC2,87.17209624
1780,HNRNPD,86.99716505
1781,NDUFB4,86.9206136
1782,LCMT1,86.79569497
1783,COPS7A,86.23147902
1784,MACROH2A1,86.18697866
1785,ATP2B3,86.16175843
1786,KRAS,86.07135392
1787,RPL6,85.90929937
1788,PRKAR2A,85.78616587
1789,WASF2,85.67395274
1790,BIN1,85.65816356
1791,NNT,85.62009113
1792,TMEM256,85.5779457
1793,LETMD1,85.50163523
1794,HNRNPM,85.42429353
1795,DPCD,85.41110991
1796,RRM2B,85.39530826
1797,EXOG,85.19341437
1798,HSD17B7,85.06710482
1799,SNX2,84.70414972
1800,SAR1A,84.39135839
1801,CNTN2,84.36649777
1802,MYL6,84.33834314
1803,TRAPPC5,84.22070526
1804,GRPEL1,84.22059345
1805,NDUFB8,84.20261289
1806,UBR1,83.92884065
1807,CRIP2,83.92351722
1808,CTBP1,83.8868014
1809,PRKCE,83.86955357
1810,OCRL,83.83204652
1811,HERC2,83.7933375
1812,AKR1C3,83.72441705
1813,STAU2,83.70462861
1814,HIBADH,83.58918954
1815,GPR50,83.34685802
1816,MOV10,83.32138316
1817,CCT6A,83.05814744
1818,CAMK1,83.04197452
1819,GNB1,83.01099063
1820,THY1,82.83577156
1821,MRAS,82.7802887
1822,MTMR3,82.31160609
1823,PSMD8,82.24590556
1824,CRBN,81.69324365
1825,FAM234A,81.53372065
1826,FAM162A,81.28608448
1827,HSPB1,81.20973587
1828,RAB6A,81.15846253
1829,DUSP11,81.11024094
1830,AKR1A1,80.64628411
1831,CAST,80.04434966
1832,PCK2,79.90838408
1833,NUP43,79.54600462
1834,SMARCA5,79.54496194
1835,SAR1B,79.49125171
1836,MOCS3,78.678922
1837,GDAP1L1,78.66748427
1838,PAK4,78.39671071
1839,CNTN5,78.0370585
1840,USP13,77.72904203
1841,HECTD3,77.64754009
1842,CARM1,77.09642156
1843,ALK,77.09085656
1844,EIF2B3,76.85305181
1845,PLXNA2,76.66105987
1846,SSH2,76.30071131
1847,SPPL2B,76.23265297
1848,ARFGEF1,76.14405377
1849,PMVK,75.18221029
1850,GRK2,75.1621046
1851,LIN28B,75.10728191
1852,DOC2A,75.05655289
1853,PSMD7,74.81301426
1854,ITGA7,74.73666478
1855,MT-ND5,74.59403895
1856,IRGQ,74.54772822
1857,AS3MT,74.44371414
1858,RRAGA,74.38976146
1859,PSMB4,74.38124656
1860,PCBD1,74.32287597
1861,CARD19,74.02032472
1862,GFRA1,73.850818
1863,NT5DC2,73.78912927
1864,TMPO,73.57425403
1865,TMPO,73.57425403
1866,TMPO,73.57425403
1867,TMPO,73.57425403
1868,DDX39B,73.55045065
1869,MTMR6,73.35232195
1870,NTNG2,73.34658592
1871,DAAM1,73.34152555
1872,ATL1,73.26312511
1873,TFAM,73.25104747
1874,PLEKHO2,73.22536214
1875,ALG9,73.09898949
1876,SRGAP3,72.71592679
1877,RABGAP1,72.66637517
1878,LYRM4,72.52336122
1879,TMSB10,71.90248617
1880,PAIP1,71.69995626
1881,ACYP1,71.50932599
1882,TCF25,71.47456885
1883,BAG5,71.3682162
1884,UNK,71.07603137
1885,ITPA,70.69810295
1886,SLC41A3,70.65623729
1887,AKAP9,70.60940169
1888,PRDX1,70.3517488
1889,ABR,70.06425429
1890,TSPYL4,70.03851573
1891,SLC17A7,70.02392197
1892,CTSB,69.85470725
1893,PKN1,69.70714696
1894,ATP5MF,69.56813955
1895,CSTB,69.37783861
1896,MECR,69.25138092
1897,RCN2,69.15447617
1898,CSDE1,69.06185341
1899,HCCS,68.34097607
1900,NPR2,68.22915713
1901,ARHGAP23,68.11927031
1902,SMYD5,68.05758795
1903,STX5,68.00058619
1904,SARS1,67.91870055
1905,ATXN10,67.73520152
1906,DCP1A,67.44840209
1907,COX20,67.39834308
1908,VPS45,67.21525239
1909,HEXD,67.15671665
1910,DUSP3,67.08674178
1911,ULK3,66.53173064
1912,STAT1,66.49075032
1913,ELFN1,66.36899631
1914,RPH3A,66.12941107
1915,LAMP1,66.01994768
1916,DCTN1,66.0100708
1917,SERPINB1,65.79812861
1918,DYNC1LI2,65.27280974
1919,CRTC3,65.12796116
1920,NEURL4,64.47275305
1921,GBA2,64.11536344
1922,SEH1L,63.9835879
1923,CTNNA1,63.81956227
1924,PPP2R5E,63.50443649
1925,STXBP5L,62.85793623
1926,PTP4A1,62.79537201
1927,CPVL,62.68546105
1928,AP2M1,62.5200491
1929,HDHD3,62.47768943
1930,ADPGK,62.41027546
1931,TBC1D13,61.73334344
1932,CLGN,61.72505887
1933,HSP90AA1,61.56111875
1934,SYNM,61.48498535
1935,EXOC3,61.46160825
1936,AAK1,61.45577812
1937,SHOC2,61.14651173
1938,RAB3D,60.82832973
1939,CORO1B,60.27312374
1940,CLSTN3,60.17706108
1941,GPRIN1,60.06589254
